v4,reward,0,5199.23426162855
v4,loss,0,0.0
v4,epsilon,0,1.0
v4,reward,1,6812.242665891799
v4,loss,1,0.0
v4,epsilon,1,1.0
v4,reward,2,7435.48109798787
v4,loss,2,0.0
v4,epsilon,2,1.0
v4,reward,3,597.544532139591
v4,loss,3,0.0
v4,epsilon,3,1.0
v4,reward,4,3569.613643586868
v4,loss,4,0.0
v4,epsilon,4,1.0
v4,reward,5,6187.3000054441445
v4,loss,5,0.0
v4,epsilon,5,1.0
v4,reward,6,7040.4119489437135
v4,loss,6,0.0
v4,epsilon,6,1.0
v4,reward,7,3320.4073336155184
v4,loss,7,0.0
v4,epsilon,7,1.0
v4,reward,8,1572.0446011702602
v4,loss,8,0.0
v4,epsilon,8,1.0
v4,reward,9,4378.936571855061
v4,loss,9,0.0
v4,epsilon,9,1.0
v4,reward,10,3991.7269679703304
v4,loss,10,0.0
v4,epsilon,10,1.0
v4,reward,11,6761.767770669614
v4,loss,11,0.0
v4,epsilon,11,1.0
v4,reward,12,1891.5503610341511
v4,loss,12,0.0
v4,epsilon,12,1.0
v4,reward,13,2387.5036236889964
v4,loss,13,0.0
v4,epsilon,13,1.0
v4,reward,14,1386.177354111253
v4,loss,14,0.0
v4,epsilon,14,1.0
v4,reward,15,5268.1675760798025
v4,loss,15,0.0
v4,epsilon,15,1.0
v4,reward,16,2822.984037214742
v4,loss,16,0.0
v4,epsilon,16,1.0
v4,reward,17,3059.4866117937213
v4,loss,17,0.0
v4,epsilon,17,1.0
v4,reward,18,4036.725811317411
v4,loss,18,0.0
v4,epsilon,18,1.0
v4,reward,19,4613.892473738259
v4,loss,19,0.0
v4,epsilon,19,1.0
v4,reward,20,4274.429926442854
v4,loss,20,0.0
v4,epsilon,20,1.0
v4,reward,21,5973.912312657557
v4,loss,21,0.0
v4,epsilon,21,1.0
v4,reward,22,4327.657979876498
v4,loss,22,0.0
v4,epsilon,22,1.0
v4,reward,23,4008.0914274828638
v4,loss,23,0.0
v4,epsilon,23,1.0
v4,reward,24,6937.497750005827
v4,loss,24,0.0
v4,epsilon,24,1.0
v4,reward,25,6077.85765553412
v4,loss,25,0.0
v4,epsilon,25,1.0
v4,reward,26,4113.102512971624
v4,loss,26,0.0
v4,epsilon,26,1.0
v4,reward,27,2025.850018674114
v4,loss,27,0.0
v4,epsilon,27,1.0
v4,reward,28,4169.737651818084
v4,loss,28,0.0
v4,epsilon,28,1.0
v4,reward,29,2908.8633020089774
v4,loss,29,0.0
v4,epsilon,29,1.0
v4,reward,30,6946.012336662932
v4,loss,30,0.0
v4,epsilon,30,1.0
v4,reward,31,5952.910120896491
v4,loss,31,0.0
v4,epsilon,31,1.0
v4,reward,32,9257.170019943547
v4,loss,32,0.0
v4,epsilon,32,1.0
v4,reward,33,2367.6453025302567
v4,loss,33,30.778930536905925
v4,epsilon,33,0.991000000000001
v4,reward,34,4569.388846302479
v4,loss,34,10.468493201281573
v4,epsilon,34,0.972500000000003
v4,reward,35,3821.420759650805
v4,loss,35,8.730660795008095
v4,epsilon,35,0.9622000000000042
v4,reward,36,7015.609339897043
v4,loss,36,8.791055101029416
v4,epsilon,36,0.9387000000000068
v4,reward,37,4465.692253905851
v4,loss,37,8.105947531038716
v4,epsilon,37,0.9263000000000081
v4,reward,38,4074.6235101020175
v4,loss,38,8.279856884401608
v4,epsilon,38,0.9110000000000098
v4,reward,39,6309.425729661444
v4,loss,39,7.677517016728719
v4,epsilon,39,0.8876000000000124
v4,reward,40,3640.4247816873612
v4,loss,40,7.517615710846101
v4,epsilon,40,0.8777000000000135
v4,reward,41,1950.4766303401248
v4,loss,41,6.6933972342260954
v4,epsilon,41,0.8719000000000141
v4,reward,42,2606.581515757113
v4,loss,42,7.3862477687940205
v4,epsilon,42,0.8646000000000149
v4,reward,43,2489.800288834573
v4,loss,43,7.276719086510795
v4,epsilon,43,0.8576000000000157
v4,reward,44,3745.4590841533727
v4,loss,44,6.832379265366313
v4,epsilon,44,0.8469000000000169
v4,reward,45,1888.404060302143
v4,loss,45,7.1395545942442755
v4,epsilon,45,0.8413000000000175
v4,reward,46,1510.3835802788826
v4,loss,46,6.048287530740102
