4,reward,0,2782.9466818286023
4,reward,1,9464.367255463487
4,reward,2,9455.740681899428
4,reward,3,9404.387091306464
4,reward,4,2487.1214225355243
4,reward,5,5428.508945234153
4,reward,6,5727.249777381892
4,reward,7,4221.165712942355
4,reward,8,2577.8887476061345
4,reward,9,823.6506822947126
4,reward,10,9410.401553732816
4,reward,11,9427.457469039931
4,reward,12,9443.400234720308
4,reward,13,2216.0674677325437
4,reward,14,2439.5053535314
4,reward,15,3137.813056105231
4,reward,16,3459.35740591964
4,reward,17,9451.401879596498
4,reward,18,3221.0619247142768
4,reward,19,3424.9351946718884
4,reward,20,608.8943725587374
4,reward,21,368.1941567167635
4,reward,22,407.8432300373813
4,reward,23,306.84873476361315
4,reward,24,618.8997423476194
4,reward,25,328.3236024345597
4,reward,26,334.1073124675853
4,reward,27,206.39647499282546
4,reward,28,9442.241061665092
4,reward,29,1318.087691500918
4,reward,30,107.75187951237194
4,reward,31,380.43186247992924
4,reward,32,912.9349852839891
4,reward,33,287.74929465485275
4,reward,34,2497.170106433963
4,reward,35,200.1289418004327
4,reward,36,343.9738138901919
4,reward,37,1110.9460889455374
4,reward,38,2867.0123355786045
4,reward,39,270.76424195868617
4,reward,40,535.3175645819119
4,reward,41,3079.57551926626
4,reward,42,2216.0064435417403
4,reward,43,5675.27660788363
4,reward,44,3747.652010877042
4,reward,45,5295.864267241529
4,reward,46,609.8484803627241
4,reward,47,9424.148246710036
4,reward,48,9502.440049226432
4,reward,49,9503.965866561442
4,reward,50,9435.64051514561
4,reward,51,9468.214991979454
4,reward,52,9375.205616884516
4,reward,53,9447.603628953579
4,reward,54,9425.200524080574
4,reward,55,9483.81449853776
4,reward,56,9449.902121982448
4,reward,57,9479.701809092952
4,reward,58,9501.418988182257
4,reward,59,9445.358847761507
4,reward,60,9486.927066507258
4,reward,61,9425.149299118242
4,reward,62,9469.236087027912
4,reward,63,9438.707960556716
4,reward,64,9440.336184328367
4,reward,65,9441.373400406283
4,reward,66,9462.574629683379
4,reward,67,9479.061526808306
4,reward,68,9475.568679131818
4,reward,69,9498.955126970646
4,reward,70,9436.418337260042
4,reward,71,9443.13673423039
4,reward,72,9410.663628590453
4,reward,73,9488.34624171418
4,reward,74,9467.920805264734
4,reward,75,9443.142426899987
4,reward,76,9441.726257286497
4,reward,77,9464.62239512035
4,reward,78,9493.344848290752
4,reward,79,9488.991447079985
4,reward,80,9432.48650134238
4,reward,81,9507.728038116558
4,reward,82,9493.733004555244
4,reward,83,9509.185349889949
4,reward,84,9489.955981837542
4,reward,85,9425.3976730998
4,reward,86,9427.336167972264
4,reward,87,9500.600422023163
4,reward,88,9443.877744186484
4,reward,89,9433.21922652832
4,reward,90,9500.42157961946
4,reward,91,9451.988036293526
4,reward,92,9431.958900524822
4,reward,93,9501.471635817346
4,reward,94,9444.32799330254
4,reward,95,9505.724580366554
4,reward,96,9509.69735862126
4,reward,97,9497.939592657258
4,reward,98,9446.69283017512
4,reward,99,9462.31289619995
4,reward,100,9449.30877897258
4,reward,101,9449.444913733714
4,reward,102,9501.176137891427
4,reward,103,9442.301828249358
4,reward,104,9483.57349719501
4,reward,105,9496.004034986125
4,reward,106,9513.043978339632
4,reward,107,9446.794240886655
4,reward,108,9441.393350228744
4,reward,109,9492.602429445024
4,reward,110,9492.23893935393
4,reward,111,9453.856711293194
4,reward,112,9507.653827210106
4,reward,113,9441.647108636731
4,reward,114,9430.68918453397
4,reward,115,9441.606531723111
4,reward,116,9442.615064466168
4,reward,117,9450.884508276667
4,reward,118,9428.882225623733
4,reward,119,9438.230207334607
4,reward,120,9498.385896049698
4,reward,121,9450.11742946353
4,reward,122,9454.374754988232
4,reward,123,9472.646153759877
4,reward,124,9484.226944357826
4,reward,125,9483.338770262544
4,reward,126,9434.00780893747
4,reward,127,9491.158253883263
4,reward,128,9439.40880767741
4,reward,129,9477.162556837262
4,reward,130,9440.62371084019
4,reward,131,9446.189424397224
4,reward,132,9477.447198176502
4,reward,133,9437.38535058246
4,reward,134,9427.395826289565
4,reward,135,9438.165043955021
4,reward,136,9436.696451471214
4,reward,137,9499.503364629534
4,reward,138,9504.825307186014
4,loss,0,0.0
4,loss,1,0.0
4,loss,2,0.0
4,loss,3,0.0
4,loss,4,0.0
4,loss,5,0.0
4,loss,6,0.0
4,loss,7,0.0
4,loss,8,0.0
4,loss,9,0.0
4,loss,10,0.0
4,loss,11,0.0
4,loss,12,122.4127917680584
4,loss,13,58.60157048927163
4,loss,14,91.9249942779541
4,loss,15,81.777370058257
4,loss,16,24.748477188746133
4,loss,17,53.116198313863656
4,loss,18,23.444106014048465
4,loss,19,12.817177851994833
4,loss,20,46.793286905288696
4,loss,21,22.7590655203049
4,loss,22,6.123143443694482
4,loss,23,38.788274537433274
4,loss,24,4.755848950809902
4,loss,25,24.52902955900539
4,loss,26,45.71795799515464
4,loss,27,10.943362183041042
4,loss,28,27.373162169920075
4,loss,29,12.995830582849907
4,loss,30,4.669633704423904
4,loss,31,50.68586563522165
4,loss,32,30.495578518935613
4,loss,33,73.46453822016716
4,loss,34,27.224173883958297
4,loss,35,40.29520948727926
4,loss,36,43.357991102066904
4,loss,37,24.903705011395846
4,loss,38,26.344271919306586
4,loss,39,4.643346641374671
4,loss,40,47.60047457615534
4,loss,41,22.41186506111743
4,loss,42,6.7248509775760565
4,loss,43,29.582451031810937
4,loss,44,17.054281141488783
4,loss,45,36.10177415752985
4,loss,46,73.1121145772934
4,loss,47,16.29304916336295
4,loss,48,10.842843063761679
4,loss,49,4.347830948702405
4,loss,50,14.803118289841546
4,loss,51,24.950642629620734
4,loss,52,5.673069867988428
4,loss,53,11.571157192190489
4,loss,54,49.16045230442888
4,loss,55,26.213143154350895
4,loss,56,30.167113152280283
4,loss,57,33.56737295620971
4,loss,58,33.93115232516541
4,loss,59,16.258302904242143
4,loss,60,47.37282338110584
4,loss,61,44.161659781736404
4,loss,62,12.560369985554829
4,loss,63,27.323982557027854
4,loss,64,35.11462163657285
4,loss,65,50.950994988734074
4,loss,66,26.727463189135776
4,loss,67,23.49531528044615
4,loss,68,22.595498532726523
4,loss,69,26.947731694478666
4,loss,70,58.67639555699296
4,loss,71,12.027224506889835
4,loss,72,34.78197076628831
4,loss,73,16.967080472351125
4,loss,74,28.529313692467266
4,loss,75,10.06770544139187
4,loss,76,10.047774306752466
4,loss,77,27.685659753556333
4,loss,78,21.24309284574865
4,loss,79,9.700437500884526
4,loss,80,12.948213697693657
4,loss,81,13.003541354466691
4,loss,82,21.993492948346667
4,loss,83,38.591812595306486
4,loss,84,24.554369773590164
4,loss,85,34.09294265787002
4,loss,86,4.695721261753616
4,loss,87,27.628070939960104
4,loss,88,37.11131638296965
4,loss,89,11.297503498975527
4,loss,90,60.674338456975775
4,loss,91,28.869377098681237
4,loss,92,24.534277611454442
4,loss,93,14.50556995933143
4,loss,94,30.569919717074796
4,loss,95,36.136612630068946
4,loss,96,19.075774995672905
4,loss,97,57.53421675519537
4,loss,98,25.079297023740683
4,loss,99,29.854876996467958
4,loss,100,62.67570108032963
4,loss,101,19.632388383484958
4,loss,102,46.943386011579065
4,loss,103,27.42139987749132
4,loss,104,19.42280516160859
